name,lng,lat
汀棠公园·东方蓝海(公交站),118.388859,31.359644
汀棠公园·东方蓝海(对侧),118.389186,31.359684
汀棠公园东方蓝海(公交站),118.387601,31.357697
汀棠公园东方蓝海(对侧),118.388192,31.357773
汀苑路(公交站),118.393323,31.356296
汀苑路(对侧),118.392835,31.356188
停靠站(华宇彩晶)(公交站),118.493680,31.335898
停靠站(华宇彩晶)(对侧),118.494000,31.336080
停靠站(武夷山路银湖北路)(公交站),118.376246,31.400173
停靠站(武夷山路银湖北路)(对侧),118.375854,31.400330
皖医滨江校区北区(东门)(公交站),118.364358,31.289452
皖医二附院(公交站),118.392199,31.321995
皖医二附院(对侧),118.391900,31.322158
皖医二附院东(公交站),118.394523,31.320391
皖医二附院东(对侧),118.395011,31.320580
万春湖路1号站(公交站),118.495660,31.342116
万春湖路1号站(对侧),118.496114,31.341949
万春湖路2号站(公交站),118.496539,31.347107
万春湖路3号站(公交站),118.496979,31.349905
万春湖路3号站(对侧),118.497137,31.349764
万春湖路口(公交站),118.496933,31.340284
万春西路(公交站),118.423958,31.378763
万春西路(对侧),118.424174,31.378698
王家巷(公交站),118.363909,31.361696
王家巷(对侧),118.364141,31.361566
王稼祥纪念园(公交站),118.361008,31.343733
王稼祥纪念园(对侧),118.360789,31.343700
纬二次路杨清河路(公交站),118.505104,31.353609
纬二次路杨清河路(对侧),118.504833,31.353490
文昌东路九华南路(公交站),118.385920,31.287285
文昌东路九华南路(对侧),118.386146,31.287429
文昌路仓津路东(公交站),118.398824,31.287961
文昌路仓津路东(对侧),118.399151,31.287875
文昌路南塘湖路(公交站),118.391770,31.287644
文昌路南塘湖路(对侧),118.392152,31.287476
文津东路(公交站),118.385928,31.282529
文津小区(公交站),118.374457,31.292513
文津小区(对侧),118.373855,31.292370
乌霞山东路(公交站),118.389173,31.298765
乌霞山东路(对侧),118.388860,31.298666
乌霞山路(公交站),118.374792,31.298116
乌霞山路(对侧),118.375150,31.297974
乌霞山路口(公交站),118.357638,31.295862
乌霞山路口(对侧),118.358204,31.295945
乌霞山路南塘湖路(公交站),118.384331,31.298206
乌霞山路南塘湖路(对侧),118.383790,31.298200
乌霞山西路花津南路(公交站),118.370825,31.297899
乌霞山西路花津南路(对侧),118.371152,31.297776
乌霞山西路中山南路(公交站),118.365373,31.297626
乌霞山西路中山南路(对侧),118.364857,31.297468
吾悦广场(公交站),118.365471,31.340530
吾悦广场(对侧),118.365000,31.340320
芜湖古城(公交站),118.385508,31.323468
芜湖古城(对侧),118.386184,31.323588
芜湖科技馆(公交站),118.373237,31.381451
芜湖科技馆(对侧),118.372846,31.381377
芜湖盲校(公交站),118.477982,31.325287
芜湖盲校(对侧),118.477976,31.325479
芜湖汽车站(公交站),118.385716,31.346966
芜湖汽车站(对侧),118.386175,31.346900
芜湖站东广场(公交站),118.393513,31.347032
芜湖站东广场上客点(公交站),118.393660,31.347325
芜湖站东广场下客点(公交站),118.394341,31.347212
芜湖站东广场北(公交站),118.393124,31.352620
芜湖站东广场北(对侧),118.392853,31.352729
芜湖站西广场(下客点)(公交站),118.389154,31.346445
芜湖站西广场上客点(公交站),118.388659,31.349271
芜湖站西广场下客点(公交站),118.388543,31.348255
芜湖长江大桥(公交站),118.372723,31.385967
芜湖长江大桥(对侧),118.373131,31.386141
芜湖职院(北区)北门(公交站),118.377240,31.394071
芜湖职院(北区)西门(公交站),118.372700,31.390126
芜湖职院(南区)东门(公交站),118.373819,31.278377
芜湖职院北区北门(公交站),118.376311,31.394023
芜湖职院北区西门(公交站),118.372856,31.390473
芜铁机务段(公交站),118.402313,31.408416
芜铁机务段(对侧),118.402000,31.408220
五里汀(东行)(公交站),118.390938,31.357973
五里汀(公交站),118.390938,31.357973
五里汀(西行)(公交站),118.391620,31.358305
五里汀(对侧),118.391137,31.358136
五一广场东(公交站),118.383086,31.346406
五一广场东(对侧),118.382793,31.346469
五一广场西(公交站),118.378785,31.348346
五一广场西(对侧),118.379149,31.348173
五一小区(公交站),118.380516,31.345547
五一小区(对侧),118.381000,31.345320
武夷山路(公交站),118.378021,31.400103
武夷山路(对侧),118.377847,31.399976
武夷山路口(公交站),118.398950,31.401341
武夷山路口(对侧),118.399149,31.401427
西干路红花山路(公交站),118.401073,31.304262
西干路红花山路(对侧),118.400857,31.304168
西干路利民路(公交站),118.400367,31.310016
西干路利民路(对侧),118.399850,31.309874
西洋湖(公交站),118.399970,31.326489
西洋湖(对侧),118.400039,31.326677
箱子拐(公交站),118.364853,31.316257
箱子拐(对侧),118.365142,31.316167
祥盛路(公交站),118.401644,31.374793
祥盛路(对侧),118.402136,31.374663
祥泰路口(公交站),118.406029,31.377851
祥泰路口(对侧),118.405789,31.377900
祥泰路万春西路(公交站),118.408290,31.375393
祥泰路万春西路(对侧),118.407879,31.375253
小红星(公交站),118.406085,31.454132
小红星(对侧),118.406000,31.453920
小平山(公交站),118.396767,31.326805
小平山(对侧),118.397138,31.326935
新百大厦(公交站),118.370632,31.325365
新百大厦(对侧),118.371211,31.325300
新华联梦想城(公交站),118.432960,31.372316
新华联梦想城(对侧),118.432926,31.372132
新里城(公交站),118.390810,31.459972
新里城(对侧),118.391139,31.459865
新泉公司(公交站),118.381808,31.465870
新泉公司(对侧),118.382143,31.465768
新时代商业街(公交站),118.372192,31.316076
新时代商业街(对侧),118.371803,31.316037
新时代商业街西(公交站),118.367045,31.314364
新时代商业街西(对侧),118.367135,31.314538
新市口(公交站),118.364240,31.335078
新市口(对侧),118.363863,31.335236
新市口(北)(公交站),118.362007,31.336493
新市口(北)(对侧),118.362000,31.336680
新市口(东)(公交站),118.364515,31.337288
新市口(东)(对侧),118.363851,31.337173
新市口北(公交站),118.361918,31.336615
新市口北(对侧),118.362000,31.336420
新塘(公交站),118.425556,31.357244
新塘(对侧),118.426154,31.357323
新芜路(公交站),118.364631,31.327444
新芜路(对侧),118.365145,31.327270
信德·翡翠湾(公交站),118.388021,31.397765
信德·翡翠湾(对侧),118.388138,31.397936
信德·华府(公交站),118.387451,31.403065
信德·华府(对侧),118.387000,31.403280
信德半岛(公交站),118.392951,31.399570
信德半岛(对侧),118.393211,31.399600
信亚云谷(公交站),118.394964,31.293746
信亚云谷(对侧),118.394863,31.293564
星隆国际城(公交站),118.374760,31.349355
星隆国际城(对侧),118.375000,31.349580
星耀路(公交站),118.462705,31.353039
星耀路(对侧),118.463154,31.353123
旭日天都(东)(公交站),118.418028,31.363749
旭日天都(东)(对侧),118.418093,31.363538
旭日天都(南)(公交站),118.415209,31.361321
旭日天都(南)(对侧),118.414856,31.361169
旭日天都东(公交站),118.418028,31.363749
旭日天都东(对侧),118.418093,31.363538
旭日天都公交场(公交站),118.409660,31.364023
旭日天都公交场(对侧),118.410000,31.363820
旭日天都西(公交站),118.409757,31.359397
旭日天都西(对侧),118.410117,31.359550
宣春路红光路(公交站),118.388220,31.330432
宣春路红光路(对侧),118.387842,31.330281
雅旭·新乐府(公交站),118.392541,31.294668
雅旭·新乐府(对侧),118.393091,31.294862
烟厂(公交站),118.383934,31.303867
烟厂(对侧),118.384157,31.303780
阳瀚路口(公交站),118.411591,31.378130
阳瀚路口(对侧),118.412121,31.378247
阳天路口(公交站),118.430195,31.378715
阳天路口(对侧),118.429789,31.378700
杨家门(公交站),118.362947,31.382778
杨家门(对侧),118.363187,31.382883
杨塘湾(公交站),118.406335,31.419288
杨塘湾(对侧),118.405822,31.419204
宜居·春水湾(公交站),118.488121,31.357244
宜居·春水湾(对侧),118.487789,31.357300
颐和尚水·宇润小区(公交站),118.370635,31.412786
颐和尚水·宇润小区(对侧),118.371066,31.412971
颐景湾畔(公交站),118.383260,31.369345
颐景湾畔(对侧),118.382848,31.369424
弋江嘉园(公交站),118.386536,31.295256
弋江嘉园(对侧),118.387072,31.295469
弋江嘉园二期(公交站),118.389671,31.293425
弋江嘉园二期(对侧),118.390158,31.293281
弋江嘉园二期东(公交站),118.392632,31.292326
弋江嘉园二期东(对侧),118.393139,31.292435
弋江嘉园三期(公交站),118.391288,31.282981
弋江嘉园三期(对侧),118.390843,31.283119
弋江区检察院(公交站),118.374453,31.307040
弋江区检察院(对侧),118.373858,31.307133
弋江区政府(公交站),118.373277,31.312179
弋江区政府(对侧),118.372873,31.311956
弋江区政府西(公交站),118.372237,31.309154
弋江区政府西(对侧),118.371844,31.309321
益安小区(公交站),118.366855,31.442152
益安小区(对侧),118.367143,31.442332
银湖北路天柱山路(公交站),118.373185,31.378518
银湖北路天柱山路(对侧),118.372840,31.378617
银湖北路武夷山路(公交站),118.373463,31.396471
银湖北路武夷山路(对侧),118.372856,31.396369
银湖北路裕安路(公交站),118.375032,31.408876
银湖北路裕安路(对侧),118.374857,31.409033
银湖公园(公交站),118.374168,31.402018
银湖公园(对侧),118.373847,31.402124
银湖中学(公交站),118.383820,31.399932
银湖中学(对侧),118.384211,31.399900
银泰城(公交站),118.365295,31.311428
银泰城(对侧),118.364789,31.311400
迎秀街宣春路(公交站),118.390200,31.331769
迎秀街宣春路(对侧),118.390000,31.331980
甬微公司(公交站),118.408412,31.458315
甬微公司(对侧),118.407861,31.458436
涌金路(公交站),118.424053,31.361434
涌金路(对侧),118.423851,31.361527
涌金路中江大道(公交站),118.428203,31.360990
涌金路中江大道(对侧),118.427865,31.361138
邮件处理中心(公交站),118.393719,31.368185
邮件处理中心(对侧),118.394211,31.368200
育才路(公交站),118.425533,31.376677
育才路(对侧),118.426102,31.376543
育才路鸠江北路(公交站),118.419857,31.370814
育才路鸠江北路(对侧),118.420143,31.370668
裕安路银湖北路(公交站),118.376220,31.411026
裕安路银湖北路(对侧),118.375861,31.411135
裕安小学(公交站),118.379153,31.410864
裕安小学(对侧),118.378845,31.410778
元亩塘小学(公交站),118.398226,31.295063
元亩塘小学(对侧),118.397833,31.295209
元塘路红花山路(公交站),118.396858,31.303333
元塘路红花山路(对侧),118.397135,31.303162
袁泽桥(公交站),118.401991,31.320534
袁泽桥(对侧),118.402211,31.320499
远方物流(公交站),118.376489,31.438268
远方物流(对侧),118.375832,31.438409
月牙路(公交站),118.404165,31.400648
月牙路(对侧),118.403851,31.400473
越秀路1号站(公交站),118.385403,31.406985
越秀路1号站(对侧),118.384846,31.406877
云从路(公交站),118.421007,31.340498
云从路(对侧),118.420850,31.340374
云从路北京中路(公交站),118.420914,31.337203
云从路北京中路(对侧),118.421136,31.337337
云从路赤铸山路(公交站),118.421059,31.356431
云从路赤铸山路(对侧),118.420846,31.356277
云从路仁和路(公交站),118.421026,31.349191
云从路仁和路(对侧),118.420848,31.349076
云从路神山路(公交站),118.421059,31.345269
云从路神山路(对侧),118.420852,31.345428
云从路政通路(公交站),118.421110,31.352196
云从路政通路(对侧),118.420847,31.352323
站南路口(公交站),118.397739,31.343672
站南路口(对侧),118.398118,31.343849
长江北路(公交站),118.363394,31.372830
长江北路(对侧),118.363000,31.372620
长江大桥收费站(公交站),118.375441,31.384889
长江大桥收费站(对侧),118.374850,31.384774
长江市场园(公交站),118.399414,31.363861
长江市场园(对侧),118.398836,31.363787
长江之歌东(公交站),118.365883,31.304293
长江之歌东(对侧),118.366170,31.304406
长江之歌西(公交站),118.360199,31.301193
长江之歌西(对侧),118.359938,31.301372
长盛医院(公交站),118.369964,31.350896
长盛医院(对侧),118.370128,31.351043
长途汽车站(公交站),118.388880,31.345004
长途汽车站(对侧),118.389025,31.344821
长信科技(公交站),118.374640,31.434673
长信科技(对侧),118.375154,31.434578
赭山公园(公交站),118.379865,31.341576
赭山公园(对侧),118.380151,31.341475
政通路口(公交站),118.429672,31.351959
政通路口(对侧),118.430125,31.351855
政务新区(公交站),118.441554,31.352408
政务新区(对侧),118.442119,31.352252
政务中心·市民服务中心(公交站),118.436571,31.353707
政务中心·市民服务中心(对侧),118.437000,31.353520
中和路(公交站),118.368690,31.330429
中和路(对侧),118.369149,31.330527
中级人民法院(公交站),118.370995,31.368790
中级人民法院(对侧),118.370847,31.368923
中建五百米(公交站),118.385039,31.299865
中建五百米(对侧),118.385049,31.300075
中建五百米(江南春城)(公交站),118.385039,31.299865
中建五百米(江南春城)(对侧),118.385049,31.300075
中江大道(公交站),118.429314,31.337132
中江大道(对侧),118.428828,31.336997
中江大道路口(公交站),118.425682,31.335238
中江大道路口(对侧),118.426211,31.335200
中江公园1号站(公交站),118.425330,31.349848
中江公园1号站(对侧),118.424845,31.349778
中江公园2号站(公交站),118.419826,31.349848
中江公园2号站(对侧),118.420147,31.349671
中江桥北(公交站),118.381324,31.321892
中江桥北(对侧),118.381000,31.322080 
中江小学(公交站),118.440415,31.349835
中江小学(对侧),118.439850,31.349674
中江中学(公交站),118.440499,31.346259
中江中学(对侧),118.439853,31.346429
中山南路3号站(公交站),118.364262,31.299405
中山南路3号站(对侧),118.363855,31.299270
中山南路大工山路(公交站),118.364004,31.295031
中山南路大工山路(对侧),118.364155,31.294878
中央城(公交站),118.372923,31.294749
中央城(对侧),118.373146,31.294830
中医药高专(公交站),118.379804,31.301342
中医药高专(对侧),118.380139,31.301435
珠江路越秀路(公交站),118.380555,31.408710
珠江路越秀路(对侧),118.381124,31.408555
综保区公交首末站(公交站),118.400009,31.439970
综保区公交首末站(对侧),118.400145,31.440131
综合保税区(公交站),118.406478,31.436459
综合保税区·师大天门山校区(公交站),118.407523,31.438059
综合保税区·师大天门山校区(对侧),118.408000,31.438280
